0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;0;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;0;0;0;0;100
0;0;0;0;0;0;100
0;0;0;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
14.28571429;0;25;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
14.28571429;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;0;0;0;0;100
0;0;0;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;25;0;5.882352941;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;0;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;25;0;0;0;100
0;0;25;0;0;0;100
0;0;25;0;0;0;100
0;0;0;0;0;0;100
0;0;25;0;0;0;100
0;0;25;0;0;0;100
